date,mission,description
30-Aug-12,UNSMIS," Liquidation)  Turkish calls for the establishment of a protected humanitarian presence on Syrian territory were dismissed by President al-Assad in a televised interview yesterday (the president also alleged steady progress being made against rebel forces). There is media interest in recent discussions had by JSR Brahimi in New York and in today’s planned UNSC meeting on Syria. Meanwhile, opposition sources warn of a population exodus from DAMASCUS following SAAF attacks in eastern areas of the city; they also claim to have used captured armoured vehicles to attack an airport in Idlib governorate and destroy several aircraft.  "
30-Aug-12,Syria," Liquidation)  Turkish calls for the establishment of a protected humanitarian presence on Syrian territory were dismissed by President al-Assad in a televised interview yesterday (the president also alleged steady progress being made against rebel forces). There is media interest in recent discussions had by JSR Brahimi in New York and in today’s planned UNSC meeting on Syria. Meanwhile, opposition sources warn of a population exodus from DAMASCUS following SAAF attacks in eastern areas of the city; they also claim to have used captured armoured vehicles to attack an airport in Idlib governorate and destroy several aircraft.  "
30-Aug-12,Lebanon,  UN security sources report Syrian mortar fire impacting northern Lebanese territory yesterday; there were no reports of casualties.  
30-Aug-12,UNDOF,"  There were three instances of unauthorized SAAF military personnel observed inside the AoS yesterday; there was a single instance of unauthorised Israeli military equipment observed in the AoS this past Tuesday. Sporadic gunfire continues to be heard in proximity of UN positions; UN personnel also experience occasional restrictions on their movements (and threatening behaviour), most recently from SAAF personnel near JASEEM yesterday.  "
30-Aug-12,MONUSCO,"  In a recent meeting with senior Mission officials, DRC’s foreign minister stated that, inter alia, SADC members had expressed a readiness to provide troops to a proposed international military force for eastern DRC. Meanwhile, reports suggest the M23’s continued consolidation of power over areas of North Kivu: Local appointments have been made, the administrative status of some localities have reportedly been changed and public servants in Rutshuru territory were recently compelled to work. FARDC troops continue to engage M23 combatants and FARDC reinforcements are due to be deployed to several locations in Masisi territory. In South Kivu, an FARDC officer (along with some 35 rank-and-file) has reportedly joined M23 in NGUNGU. In both Kivus, the FARDC continues with a recruitment drive while persistent FDLR and Mayi-Mayi activity continues to negatively impact the local population. Fighting between Mayi-Mayi and FARDC in Katanga province has resulted in increased numbers of IDPs; MITWABA residents have called for a MONUSCO deployment in order to ensure civilian protection and facilitate ex-combatant DDR. The Mission facilitated a high-level visit to MBANDAKA (Equateur province) yesterday, where the human rights situation at local prisons was the subject of attention.  "
30-Aug-12,UNOCI,"  Following his arrest earlier this month, former presidential spokesperson Justin Kone Katinan is reportedly due to appear in court in ACCRA (Ghana) tomorrow. Charles Konan Banny, head of the Ivorian Dialogue, Truth and Reconciliation Commission, was cited on Tuesday expressing concern about recent violence, warning that the country was at risk of “disintegration” (separately, the Mission has noted the negative implications for reconciliation deriving from the postponement of ICC proceedings against Mr. Gbagbo). Ivorian military officials have denounced earlier instances in which FRCI personnel undertook indiscriminate searches and carried out unjustified arrests. Meanwhile, recent inter-communal violence has been reported in NELYKRO and BODOKRO; the Mission is monitoring the situation.  "
30-Aug-12,UNMIL,  Peacekeepers accompanied local officials in a meeting with their Ivorian counterparts in Nimba county yesterday. Shared cross-border concerns were discussed; the security situation was described as calm.  
30-Aug-12,Somalia," (UNSOA)  TFG-allied forces reportedly continue their advance on KISMAYO, with al-Shabaab elements being engaged in the city’s outlying areas and Kenyan military aircraft also allegedly involved. Meanwhile, a fire yesterday damaged UN premises in GAROWE; no injuries were reported.  "
30-Aug-12,MINURSO,"  UN security sources inform of recent efforts by representatives of Spain’s International Cooperation Agency to seek security reassurances and, as part of refugee assistance efforts, obtain permission for INGO staff to reside in TINDOUF.  "
30-Aug-12,UNAMA,"  Recalling parliamentary votes of no confidence cast earlier this month, a new minister of defence was reportedly nominated by President Karzai yesterday (along with nominees for the ministries of intelligence and interior). Also yesterday, in northern Balkh province, a national staff member was injured when a WFP vehicle was damaged in a roadside bomb explosion. Media sources report that an ANA-clad assailant killed three ISAF soldiers in central Uruzgan province yesterday (according to the same sources, insider attacks such as this have resulted in 15 international military personnel killed so far this month). There is breaking word today of two ISAF soldiers killed in a helicopter crash in southern Afghanistan. Meanwhile, UNHCR reports a 12 percent increase this year in the number of refugees – at least 50,000 – returning to Afghanistan (compared to the first eight months of 2011).  "
30-Aug-12,UNMOGIP,"  Pakistani media sources anticipate a meeting today, on the sidelines of the NAM summit in TEHRAN, between Pakistan’s president and the PM of India. Meanwhile, notwithstanding continued tensions (and two people reportedly killed yesterday) in and around GILGIT, the Mission intends to resume some local operational activity. "
29-Aug-12,UNAMID,"  A UNAMID patrol escorting the team that recovered the body of the last missing peacekeeper (swept away by torrential rains on 25 August near MENAWASHI) was fired upon by unidentified assailants short before reaching NYALA yesterday; no injuries were reported. According to media sources, heavy flooding following torrential rains yesterday resulted in significant damage to several villages in the BALIL area.  "
